dsc_cycle,axi_cycle,phase,slice_buffer_valid,slice_buffer_last,flatness_valid,flatness_last,predict_valid,predict_last
7216,2405,pixel_transfer,2,0,2,0,2,0
7219,2406,pixel_transfer,1,0,1,0,1,0
7220,2406,pixel_transfer,2,2,2,0,2,0
7223,2407,pixel_transfer,1,0,1,0,1,0
7224,2407,pixel_transfer,0,0,2,0,2,0
7227,2408,pixel_transfer,1,0,1,0,1,0
7228,2409,pixel_transfer,0,0,2,0,2,0
7231,2410,pixel_transfer,1,0,1,0,1,0
7232,2410,pixel_transfer,0,0,2,0,2,0
7235,2411,pixel_transfer,1,0,1,0,1,0
7236,2411,pixel_transfer,0,0,2,0,2,0
7239,2412,pixel_transfer,1,0,1,0,1,0
7240,2413,pixel_transfer,0,0,2,0,2,0
7243,2414,pixel_transfer,3,0,1,0,1,0
7244,2414,pixel_transfer,0,0,2,0,2,0
7247,2415,pixel_transfer,3,0,1,0,1,0
7248,2415,pixel_transfer,0,0,2,2,2,0
7251,2416,pixel_transfer,3,0,1,0,1,0
7252,2417,pixel_transfer,0,0,0,0,2,2
7255,2418,line_marker,3,0,1,0,1,0
7259,2419,pixel_transfer,3,0,1,0,1,0
7263,2420,pixel_transfer,3,0,1,0,1,0
7267,2422,pixel_transfer,3,0,1,0,1,0
7271,2423,pixel_transfer,3,0,3,0,1,0
7275,2424,pixel_transfer,3,0,3,0,3,0
7279,2426,pixel_transfer,3,0,3,0,3,0
7283,2427,pixel_transfer,3,0,3,0,3,0
7287,2428,pixel_transfer,3,0,3,0,3,0
7291,2430,pixel_transfer,3,0,3,0,3,0
7295,2431,pixel_transfer,3,1,3,0,3,0
7299,2432,pixel_transfer,2,0,3,0,3,0
7303,2434,pixel_transfer,2,0,3,0,3,0
7307,2435,pixel_transfer,2,0,3,0,3,0
7311,2436,pixel_transfer,2,0,3,0,3,0
7315,2438,pixel_transfer,2,0,3,0,3,0
7318,2439,pixel_transfer,1,0,0,0,0,0
7319,2439,pixel_transfer,2,0,3,0,3,0
7322,2440,pixel_transfer,1,0,0,0,0,0
7323,2440,pixel_transfer,2,0,3,1,3,0
7326,2441,pixel_transfer,1,0,0,0,0,0
7327,2442,pixel_transfer,2,0,2,0,3,1
7330,2443,pixel_transfer,1,0,0,0,0,0
7331,2443,pixel_transfer,2,0,2,0,2,0
7334,2444,pixel_transfer,1,0,0,0,0,0
7335,2444,pixel_transfer,2,0,2,0,2,0
7338,2445,pixel_transfer,1,0,0,0,0,0
7339,2446,pixel_transfer,2,0,2,0,2,0
7342,2447,pixel_transfer,1,0,0,0,0,0
7343,2447,pixel_transfer,2,0,2,0,2,0
7346,2448,pixel_transfer,1,0,1,0,0,0
7347,2448,pixel_transfer,2,0,2,0,2,0
7350,2449,pixel_transfer,1,0,1,0,1,0
7351,2450,pixel_transfer,2,0,2,0,2,0
7354,2451,pixel_transfer,1,0,1,0,1,0
7355,2451,pixel_transfer,2,0,2,0,2,0
7358,2452,pixel_transfer,1,0,1,0,1,0
7359,2452,pixel_transfer,2,0,2,0,2,0
7362,2453,pixel_transfer,1,0,1,0,1,0
7363,2454,pixel_transfer,2,0,2,0,2,0
7366,2455,pixel_transfer,1,0,1,0,1,0
7367,2455,pixel_transfer,2,2,2,0,2,0
7370,2456,pixel_transfer,1,0,1,0,1,0
7371,2456,pixel_transfer,0,0,2,0,2,0
7374,2457,pixel_transfer,1,0,1,0,1,0
7375,2458,pixel_transfer,0,0,2,0,2,0
7378,2459,pixel_transfer,1,0,1,0,1,0
7379,2459,pixel_transfer,0,0,2,0,2,0
7382,2460,pixel_transfer,1,0,1,0,1,0
7383,2460,pixel_transfer,0,0,2,0,2,0
7386,2461,pixel_transfer,1,0,1,0,1,0
7387,2462,pixel_transfer,0,0,2,0,2,0
7390,2463,pixel_transfer,3,0,1,0,1,0
7391,2463,pixel_transfer,0,0,2,0,2,0
7394,2464,pixel_transfer,3,0,1,0,1,0
7395,2464,pixel_transfer,0,0,2,2,2,0
7398,2465,pixel_transfer,3,0,1,0,1,0
7399,2466,pixel_transfer,0,0,0,0,2,2
7402,2467,line_marker,3,0,1,0,1,0
7406,2468,pixel_transfer,3,0,1,0,1,0
7410,2469,pixel_transfer,3,0,1,0,1,0
7414,2471,pixel_transfer,3,0,1,0,1,0
7418,2472,pixel_transfer,3,0,3,0,1,0
7422,2473,pixel_transfer,3,0,3,0,3,0
7426,2475,pixel_transfer,3,0,3,0,3,0
7430,2476,pixel_transfer,3,0,3,0,3,0
7434,2477,pixel_transfer,3,0,3,0,3,0
7438,2479,pixel_transfer,3,0,3,0,3,0
7442,2480,pixel_transfer,3,1,3,0,3,0
7446,2481,pixel_transfer,2,0,3,0,3,0
7450,2483,pixel_transfer,2,0,3,0,3,0
7454,2484,pixel_transfer,2,0,3,0,3,0
7458,2485,pixel_transfer,2,0,3,0,3,0
7462,2487,pixel_transfer,2,0,3,0,3,0
7465,2488,pixel_transfer,1,0,0,0,0,0
7466,2488,pixel_transfer,2,0,3,0,3,0
7469,2489,pixel_transfer,1,0,0,0,0,0
7470,2489,pixel_transfer,2,0,3,1,3,0
7473,2490,pixel_transfer,1,0,0,0,0,0
7474,2491,pixel_transfer,2,0,2,0,3,1
7477,2492,pixel_transfer,1,0,0,0,0,0
7478,2492,pixel_transfer,2,0,2,0,2,0
7481,2493,pixel_transfer,1,0,0,0,0,0
7482,2493,pixel_transfer,2,0,2,0,2,0
7485,2494,pixel_transfer,1,0,0,0,0,0
7486,2495,pixel_transfer,2,0,2,0,2,0
7489,2496,pixel_transfer,1,0,0,0,0,0
7490,2496,pixel_transfer,2,0,2,0,2,0
7493,2497,pixel_transfer,1,0,1,0,0,0
7494,2497,pixel_transfer,2,0,2,0,2,0
7497,2498,pixel_transfer,1,0,1,0,1,0
7498,2499,pixel_transfer,2,0,2,0,2,0
7501,2500,pixel_transfer,1,0,1,0,1,0
7502,2500,pixel_transfer,2,0,2,0,2,0
7505,2501,pixel_transfer,1,0,1,0,1,0
7506,2501,pixel_transfer,2,0,2,0,2,0
7509,2502,pixel_transfer,1,0,1,0,1,0
7510,2503,pixel_transfer,2,0,2,0,2,0
7513,2504,pixel_transfer,1,0,1,0,1,0
7514,2504,pixel_transfer,2,2,2,0,2,0
7517,2505,pixel_transfer,1,0,1,0,1,0
7518,2505,pixel_transfer,0,0,2,0,2,0
7521,2506,pixel_transfer,1,0,1,0,1,0
7522,2507,pixel_transfer,0,0,2,0,2,0
7525,2508,pixel_transfer,1,0,1,0,1,0
7526,2508,pixel_transfer,0,0,2,0,2,0
7529,2509,pixel_transfer,1,0,1,0,1,0
7530,2509,pixel_transfer,0,0,2,0,2,0
7533,2510,pixel_transfer,1,0,1,0,1,0
7534,2511,pixel_transfer,0,0,2,0,2,0
7537,2512,pixel_transfer,3,0,1,0,1,0
7538,2512,pixel_transfer,0,0,2,0,2,0
7541,2513,pixel_transfer,3,0,1,0,1,0
7542,2513,pixel_transfer,0,0,2,2,2,0
7545,2514,pixel_transfer,3,0,1,0,1,0
7546,2515,pixel_transfer,0,0,0,0,2,2
7549,2516,line_marker,3,0,1,0,1,0
7553,2517,pixel_transfer,3,0,1,0,1,0
7557,2518,pixel_transfer,3,0,1,0,1,0
7561,2520,pixel_transfer,3,0,1,0,1,0
7565,2521,pixel_transfer,3,0,3,0,1,0
7569,2522,pixel_transfer,3,0,3,0,3,0
7573,2524,pixel_transfer,3,0,3,0,3,0
7577,2525,pixel_transfer,3,0,3,0,3,0
7581,2526,pixel_transfer,3,0,3,0,3,0
7585,2528,pixel_transfer,3,0,3,0,3,0
7589,2529,pixel_transfer,3,1,3,0,3,0
7593,2530,pixel_transfer,2,0,3,0,3,0
7597,2532,pixel_transfer,2,0,3,0,3,0
7601,2533,pixel_transfer,2,0,3,0,3,0
7605,2534,pixel_transfer,2,0,3,0,3,0
7609,2536,pixel_transfer,2,0,3,0,3,0
7612,2537,pixel_transfer,1,0,0,0,0,0
7613,2537,pixel_transfer,2,0,3,0,3,0
7616,2538,pixel_transfer,1,0,0,0,0,0
7617,2538,pixel_transfer,2,0,3,1,3,0
7620,2539,pixel_transfer,1,0,0,0,0,0
7621,2540,pixel_transfer,2,0,2,0,3,1
7624,2541,pixel_transfer,1,0,0,0,0,0
7625,2541,pixel_transfer,2,0,2,0,2,0
7628,2542,pixel_transfer,1,0,0,0,0,0
7629,2542,pixel_transfer,2,0,2,0,2,0
7632,2543,pixel_transfer,1,0,0,0,0,0
7633,2544,pixel_transfer,2,0,2,0,2,0
7636,2545,pixel_transfer,1,0,0,0,0,0
7637,2545,pixel_transfer,2,0,2,0,2,0
7640,2546,pixel_transfer,1,0,1,0,0,0
7641,2546,pixel_transfer,2,0,2,0,2,0
7644,2547,pixel_transfer,1,0,1,0,1,0
7645,2548,pixel_transfer,2,0,2,0,2,0
7648,2549,pixel_transfer,1,0,1,0,1,0
7649,2549,pixel_transfer,2,0,2,0,2,0
7652,2550,pixel_transfer,1,0,1,0,1,0
7653,2550,pixel_transfer,2,0,2,0,2,0
7656,2551,pixel_transfer,1,0,1,0,1,0
7657,2552,pixel_transfer,2,0,2,0,2,0
7660,2553,pixel_transfer,1,0,1,0,1,0
7661,2553,pixel_transfer,2,2,2,0,2,0
7664,2554,pixel_transfer,1,0,1,0,1,0
7665,2554,pixel_transfer,0,0,2,0,2,0
7668,2555,pixel_transfer,1,0,1,0,1,0
7669,2556,pixel_transfer,0,0,2,0,2,0
7672,2557,pixel_transfer,1,0,1,0,1,0
7673,2557,pixel_transfer,0,0,2,0,2,0
7676,2558,pixel_transfer,1,0,1,0,1,0
7677,2558,pixel_transfer,0,0,2,0,2,0
7680,2559,pixel_transfer,1,0,1,0,1,0
7681,2560,pixel_transfer,0,0,2,0,2,0
7684,2561,pixel_transfer,3,0,1,0,1,0
7685,2561,pixel_transfer,0,0,2,0,2,0
7688,2562,pixel_transfer,3,0,1,0,1,0
7689,2562,pixel_transfer,0,0,2,2,2,0
7692,2563,pixel_transfer,3,0,1,0,1,0
7693,2564,pixel_transfer,0,0,0,0,2,2
7696,2565,line_marker,3,0,1,0,1,0
7700,2566,pixel_transfer,3,0,1,0,1,0
7704,2567,pixel_transfer,3,0,1,0,1,0
7708,2569,pixel_transfer,3,0,1,0,1,0
7712,2570,pixel_transfer,3,0,3,0,1,0
7716,2571,pixel_transfer,3,0,3,0,3,0
7720,2573,pixel_transfer,3,0,3,0,3,0
7724,2574,pixel_transfer,3,0,3,0,3,0
7728,2575,pixel_transfer,3,0,3,0,3,0
7732,2577,pixel_transfer,3,0,3,0,3,0
7736,2578,pixel_transfer,3,1,3,0,3,0
7740,2579,pixel_transfer,2,0,3,0,3,0
7744,2581,pixel_transfer,2,0,3,0,3,0
7748,2582,pixel_transfer,2,0,3,0,3,0
7752,2583,pixel_transfer,2,0,3,0,3,0
7756,2585,pixel_transfer,2,0,3,0,3,0
7759,2586,pixel_transfer,1,0,0,0,0,0
7760,2586,pixel_transfer,2,0,3,0,3,0
7763,2587,pixel_transfer,1,0,0,0,0,0
7764,2587,pixel_transfer,2,0,3,1,3,0
7767,2588,pixel_transfer,1,0,0,0,0,0
7768,2589,pixel_transfer,2,0,2,0,3,1
7771,2590,pixel_transfer,1,0,0,0,0,0
7772,2590,pixel_transfer,2,0,2,0,2,0
7775,2591,pixel_transfer,1,0,0,0,0,0
7776,2591,pixel_transfer,2,0,2,0,2,0
7779,2592,pixel_transfer,1,0,0,0,0,0
7780,2593,pixel_transfer,2,0,2,0,2,0
7783,2594,pixel_transfer,1,0,0,0,0,0
7784,2594,pixel_transfer,2,0,2,0,2,0
7787,2595,pixel_transfer,1,0,1,0,0,0
7788,2595,pixel_transfer,2,0,2,0,2,0
7791,2596,pixel_transfer,1,0,1,0,1,0
7792,2597,pixel_transfer,2,0,2,0,2,0
7795,2598,pixel_transfer,1,0,1,0,1,0
7796,2598,pixel_transfer,2,0,2,0,2,0
7799,2599,pixel_transfer,1,0,1,0,1,0
7800,2599,pixel_transfer,2,0,2,0,2,0
7803,2600,pixel_transfer,1,0,1,0,1,0
7804,2601,pixel_transfer,2,0,2,0,2,0
7807,2602,pixel_transfer,1,0,1,0,1,0
7808,2602,pixel_transfer,2,2,2,0,2,0
7811,2603,pixel_transfer,1,0,1,0,1,0
7812,2603,pixel_transfer,0,0,2,0,2,0
7815,2604,pixel_transfer,1,0,1,0,1,0
7816,2605,pixel_transfer,0,0,2,0,2,0
7819,2606,pixel_transfer,1,0,1,0,1,0
7820,2606,pixel_transfer,0,0,2,0,2,0
7823,2607,pixel_transfer,1,0,1,0,1,0
7824,2607,pixel_transfer,0,0,2,0,2,0
7827,2608,pixel_transfer,1,0,1,0,1,0
7828,2609,pixel_transfer,0,0,2,0,2,0
7831,2610,pixel_transfer,3,0,1,0,1,0
7832,2610,pixel_transfer,0,0,2,0,2,0
7835,2611,pixel_transfer,3,0,1,0,1,0
7836,2611,pixel_transfer,0,0,2,2,2,0
7839,2612,pixel_transfer,3,0,1,0,1,0
7840,2613,pixel_transfer,0,0,0,0,2,2
7843,2614,line_marker,3,0,1,0,1,0
7847,2615,pixel_transfer,3,0,1,0,1,0
7851,2616,pixel_transfer,3,0,1,0,1,0
7855,2618,pixel_transfer,3,0,1,0,1,0
7859,2619,pixel_transfer,3,0,3,0,1,0
7863,2620,pixel_transfer,3,0,3,0,3,0
7867,2622,pixel_transfer,3,0,3,0,3,0
7871,2623,pixel_transfer,3,0,3,0,3,0
7875,2624,pixel_transfer,3,0,3,0,3,0
7879,2626,pixel_transfer,3,0,3,0,3,0
7883,2627,pixel_transfer,3,1,3,0,3,0
7887,2628,pixel_transfer,2,0,3,0,3,0
7891,2630,pixel_transfer,2,0,3,0,3,0
7895,2631,pixel_transfer,2,0,3,0,3,0
7899,2632,pixel_transfer,2,0,3,0,3,0
7903,2634,pixel_transfer,2,0,3,0,3,0
7906,2635,pixel_transfer,1,0,0,0,0,0
7907,2635,pixel_transfer,2,0,3,0,3,0
7910,2636,pixel_transfer,1,0,0,0,0,0
7911,2636,pixel_transfer,2,0,3,1,3,0
7914,2637,pixel_transfer,1,0,0,0,0,0
7915,2638,pixel_transfer,2,0,2,0,3,1
7918,2639,pixel_transfer,1,0,0,0,0,0
7919,2639,pixel_transfer,2,0,2,0,2,0
7922,2640,pixel_transfer,1,0,0,0,0,0
7923,2640,pixel_transfer,2,0,2,0,2,0
7926,2641,pixel_transfer,1,0,0,0,0,0
7927,2642,pixel_transfer,2,0,2,0,2,0
7930,2643,pixel_transfer,1,0,0,0,0,0
7931,2643,pixel_transfer,2,0,2,0,2,0
7934,2644,pixel_transfer,1,0,1,0,0,0
7935,2644,pixel_transfer,2,0,2,0,2,0
7938,2645,pixel_transfer,1,0,1,0,1,0
7939,2646,pixel_transfer,2,0,2,0,2,0
7942,2647,pixel_transfer,1,0,1,0,1,0
7943,2647,pixel_transfer,2,0,2,0,2,0
7946,2648,pixel_transfer,1,0,1,0,1,0
7947,2648,pixel_transfer,2,0,2,0,2,0
7950,2649,pixel_transfer,1,0,1,0,1,0
7951,2650,pixel_transfer,2,0,2,0,2,0
7954,2651,pixel_transfer,1,0,1,0,1,0
7955,2651,pixel_transfer,2,2,2,0,2,0
7958,2652,pixel_transfer,1,0,1,0,1,0
7959,2652,pixel_transfer,0,0,2,0,2,0
7962,2653,pixel_transfer,1,0,1,0,1,0
7963,2654,pixel_transfer,0,0,2,0,2,0
7966,2655,pixel_transfer,1,0,1,0,1,0
7967,2655,pixel_transfer,0,0,2,0,2,0
7970,2656,pixel_transfer,1,0,1,0,1,0
7971,2656,pixel_transfer,0,0,2,0,2,0
7974,2657,pixel_transfer,1,0,1,0,1,0
7975,2658,pixel_transfer,0,0,2,0,2,0
7978,2659,pixel_transfer,3,0,1,0,1,0
7979,2659,pixel_transfer,0,0,2,0,2,0
7982,2660,pixel_transfer,3,0,1,0,1,0
7983,2660,pixel_transfer,0,0,2,2,2,0
7986,2661,pixel_transfer,3,0,1,0,1,0
7987,2662,pixel_transfer,0,0,0,0,2,2
7990,2663,line_marker,3,0,1,0,1,0
7994,2664,pixel_transfer,3,0,1,0,1,0
7998,2665,pixel_transfer,3,0,1,0,1,0
8002,2667,pixel_transfer,3,0,1,0,1,0
8006,2668,pixel_transfer,3,0,3,0,1,0
8010,2669,pixel_transfer,3,0,3,0,3,0
8014,2671,pixel_transfer,3,0,3,0,3,0
8018,2672,pixel_transfer,3,0,3,0,3,0
8022,2673,pixel_transfer,3,0,3,0,3,0
8026,2675,pixel_transfer,3,0,3,0,3,0
8030,2676,pixel_transfer,3,1,3,0,3,0
8034,2677,pixel_transfer,2,0,3,0,3,0
8038,2679,pixel_transfer,2,0,3,0,3,0
8042,2680,pixel_transfer,2,0,3,0,3,0
8046,2681,pixel_transfer,2,0,3,0,3,0
8050,2683,pixel_transfer,2,0,3,0,3,0
8053,2684,pixel_transfer,1,0,0,0,0,0
8054,2684,pixel_transfer,2,0,3,0,3,0
8057,2685,pixel_transfer,1,0,0,0,0,0
8058,2685,pixel_transfer,2,0,3,1,3,0
8061,2686,pixel_transfer,1,0,0,0,0,0
8062,2687,pixel_transfer,2,0,2,0,3,1
8065,2688,pixel_transfer,1,0,0,0,0,0
8066,2688,pixel_transfer,2,0,2,0,2,0
8069,2689,pixel_transfer,1,0,0,0,0,0
8070,2689,pixel_transfer,2,0,2,0,2,0
8073,2690,pixel_transfer,1,0,0,0,0,0
8074,2691,pixel_transfer,2,0,2,0,2,0
8077,2692,pixel_transfer,1,0,0,0,0,0
8078,2692,pixel_transfer,2,0,2,0,2,0
8081,2693,pixel_transfer,1,0,1,0,0,0
8082,2693,pixel_transfer,2,0,2,0,2,0
8085,2694,pixel_transfer,1,0,1,0,1,0
8086,2695,pixel_transfer,2,0,2,0,2,0
8089,2696,pixel_transfer,1,0,1,0,1,0
8090,2696,pixel_transfer,2,0,2,0,2,0
8093,2697,pixel_transfer,1,0,1,0,1,0
8094,2697,pixel_transfer,2,0,2,0,2,0
8097,2698,pixel_transfer,1,0,1,0,1,0
8098,2699,pixel_transfer,2,0,2,0,2,0
8101,2700,pixel_transfer,1,0,1,0,1,0
8102,2700,pixel_transfer,2,2,2,0,2,0
8105,2701,pixel_transfer,1,0,1,0,1,0
8106,2701,pixel_transfer,0,0,2,0,2,0
8109,2702,pixel_transfer,1,0,1,0,1,0
8110,2703,pixel_transfer,0,0,2,0,2,0
8113,2704,pixel_transfer,1,0,1,0,1,0
8114,2704,pixel_transfer,0,0,2,0,2,0
8117,2705,pixel_transfer,1,0,1,0,1,0
8118,2705,pixel_transfer,0,0,2,0,2,0
8121,2706,pixel_transfer,1,0,1,0,1,0
8122,2707,pixel_transfer,0,0,2,0,2,0
8125,2708,pixel_transfer,3,0,1,0,1,0
8126,2708,pixel_transfer,0,0,2,0,2,0
8129,2709,pixel_transfer,3,0,1,0,1,0
8130,2709,pixel_transfer,0,0,2,2,2,0
8133,2710,pixel_transfer,3,0,1,0,1,0
8134,2711,pixel_transfer,0,0,0,0,2,2
8137,2712,line_marker,3,0,1,0,1,0
8141,2713,pixel_transfer,3,0,1,0,1,0
8145,2714,pixel_transfer,3,0,1,0,1,0
8149,2716,pixel_transfer,3,0,1,0,1,0
8153,2717,pixel_transfer,3,0,3,0,1,0
8157,2718,pixel_transfer,3,0,3,0,3,0
8161,2720,pixel_transfer,3,0,3,0,3,0
8165,2721,pixel_transfer,3,0,3,0,3,0
8169,2722,pixel_transfer,3,0,3,0,3,0
8173,2724,pixel_transfer,3,0,3,0,3,0
8177,2725,pixel_transfer,3,1,3,0,3,0
8181,2726,pixel_transfer,2,0,3,0,3,0
8185,2728,pixel_transfer,2,0,3,0,3,0
8189,2729,pixel_transfer,2,0,3,0,3,0
8193,2730,pixel_transfer,2,0,3,0,3,0
8197,2732,pixel_transfer,2,0,3,0,3,0
8200,2733,pixel_transfer,1,0,0,0,0,0
8201,2733,pixel_transfer,2,0,3,0,3,0
8204,2734,pixel_transfer,1,0,0,0,0,0
8205,2734,pixel_transfer,2,0,3,1,3,0
8208,2735,pixel_transfer,1,0,0,0,0,0
8209,2736,pixel_transfer,2,0,2,0,3,1
8212,2737,pixel_transfer,1,0,0,0,0,0
8213,2737,pixel_transfer,2,0,2,0,2,0
8216,2738,pixel_transfer,1,0,0,0,0,0
8217,2738,pixel_transfer,2,0,2,0,2,0
8220,2739,pixel_transfer,1,0,0,0,0,0
8221,2740,pixel_transfer,2,0,2,0,2,0
8224,2741,pixel_transfer,1,0,0,0,0,0
8225,2741,pixel_transfer,2,0,2,0,2,0
8228,2742,pixel_transfer,1,0,1,0,0,0
8229,2742,pixel_transfer,2,0,2,0,2,0
8232,2743,pixel_transfer,1,0,1,0,1,0
8233,2744,pixel_transfer,2,0,2,0,2,0
8236,2745,pixel_transfer,1,0,1,0,1,0
8237,2745,pixel_transfer,2,0,2,0,2,0
8240,2746,pixel_transfer,1,0,1,0,1,0
8241,2746,pixel_transfer,2,0,2,0,2,0
8244,2747,pixel_transfer,1,0,1,0,1,0
8245,2748,pixel_transfer,2,0,2,0,2,0
8248,2749,pixel_transfer,1,0,1,0,1,0
8249,2749,pixel_transfer,2,2,2,0,2,0
8252,2750,pixel_transfer,1,0,1,0,1,0
8253,2750,pixel_transfer,0,0,2,0,2,0
8256,2751,pixel_transfer,1,0,1,0,1,0
8257,2752,pixel_transfer,0,0,2,0,2,0
8260,2753,pixel_transfer,1,0,1,0,1,0
8261,2753,pixel_transfer,0,0,2,0,2,0
8264,2754,pixel_transfer,1,0,1,0,1,0
8265,2754,pixel_transfer,0,0,2,0,2,0
8268,2755,pixel_transfer,1,0,1,0,1,0
8269,2756,pixel_transfer,0,0,2,0,2,0
8272,2757,pixel_transfer,3,0,1,0,1,0
8273,2757,pixel_transfer,0,0,2,0,2,0
8276,2758,pixel_transfer,3,0,1,0,1,0
8277,2758,pixel_transfer,0,0,2,2,2,0
8280,2759,pixel_transfer,3,0,1,0,1,0
8281,2760,pixel_transfer,0,0,0,0,2,2
8284,2761,line_marker,3,0,1,0,1,0
8288,2762,pixel_transfer,3,0,1,0,1,0
8292,2763,pixel_transfer,3,0,1,0,1,0
8296,2765,pixel_transfer,3,0,1,0,1,0
8300,2766,pixel_transfer,3,0,3,0,1,0
8304,2767,pixel_transfer,3,0,3,0,3,0
8308,2769,pixel_transfer,3,0,3,0,3,0
8312,2770,pixel_transfer,3,0,3,0,3,0
8316,2771,pixel_transfer,3,0,3,0,3,0
8320,2773,pixel_transfer,3,0,3,0,3,0
8324,2774,pixel_transfer,3,1,3,0,3,0
8328,2775,pixel_transfer,2,0,3,0,3,0
8332,2777,pixel_transfer,2,0,3,0,3,0
8336,2778,pixel_transfer,2,0,3,0,3,0
8340,2779,pixel_transfer,2,0,3,0,3,0
8344,2781,pixel_transfer,2,0,3,0,3,0
8347,2782,pixel_transfer,1,0,0,0,0,0
8348,2782,pixel_transfer,2,0,3,0,3,0
8351,2783,pixel_transfer,1,0,0,0,0,0
8352,2783,pixel_transfer,2,0,3,1,3,0
8355,2784,pixel_transfer,1,0,0,0,0,0
8356,2785,pixel_transfer,2,0,2,0,3,1
8359,2786,pixel_transfer,1,0,0,0,0,0
8360,2786,pixel_transfer,2,0,2,0,2,0
8363,2787,pixel_transfer,1,0,0,0,0,0
8364,2787,pixel_transfer,2,0,2,0,2,0
8367,2788,pixel_transfer,1,0,0,0,0,0
8368,2789,pixel_transfer,2,0,2,0,2,0
8371,2790,pixel_transfer,1,0,0,0,0,0
8372,2790,pixel_transfer,2,0,2,0,2,0
8375,2791,pixel_transfer,1,0,1,0,0,0
8376,2791,pixel_transfer,2,0,2,0,2,0
8379,2792,pixel_transfer,1,0,1,0,1,0
8380,2793,pixel_transfer,2,0,2,0,2,0
8383,2794,pixel_transfer,1,0,1,0,1,0
8384,2794,pixel_transfer,2,0,2,0,2,0
8387,2795,pixel_transfer,1,0,1,0,1,0
8388,2795,pixel_transfer,2,0,2,0,2,0
8391,2796,pixel_transfer,1,0,1,0,1,0
8392,2797,pixel_transfer,2,0,2,0,2,0
8395,2798,pixel_transfer,1,0,1,0,1,0
8396,2798,pixel_transfer,2,2,2,0,2,0
8399,2799,pixel_transfer,1,0,1,0,1,0
8400,2799,pixel_transfer,0,0,2,0,2,0
8403,2800,pixel_transfer,1,0,1,0,1,0
8404,2801,pixel_transfer,0,0,2,0,2,0
8407,2802,pixel_transfer,1,0,1,0,1,0
8408,2802,pixel_transfer,0,0,2,0,2,0
8411,2803,pixel_transfer,1,0,1,0,1,0
8412,2803,pixel_transfer,0,0,2,0,2,0
8415,2804,pixel_transfer,1,0,1,0,1,0
8416,2805,pixel_transfer,0,0,2,0,2,0
8419,2806,pixel_transfer,3,0,1,0,1,0
8420,2806,pixel_transfer,0,0,2,0,2,0
8423,2807,pixel_transfer,3,0,1,0,1,0
8424,2807,pixel_transfer,0,0,2,2,2,0
8427,2808,pixel_transfer,3,0,1,0,1,0
8428,2809,pixel_transfer,0,0,0,0,2,2
8431,2810,line_marker,3,0,1,0,1,0
8435,2811,pixel_transfer,3,0,1,0,1,0
8439,2812,pixel_transfer,3,0,1,0,1,0
8443,2814,pixel_transfer,3,0,1,0,1,0
8447,2815,pixel_transfer,3,0,3,0,1,0
8451,2816,pixel_transfer,3,0,3,0,3,0
8455,2818,pixel_transfer,3,0,3,0,3,0
8459,2819,pixel_transfer,3,0,3,0,3,0
8463,2820,pixel_transfer,3,0,3,0,3,0
8467,2822,pixel_transfer,3,0,3,0,3,0
8471,2823,pixel_transfer,3,1,3,0,3,0
8475,2824,pixel_transfer,2,0,3,0,3,0
8479,2826,pixel_transfer,2,0,3,0,3,0
8483,2827,pixel_transfer,2,0,3,0,3,0
8487,2828,pixel_transfer,2,0,3,0,3,0
8491,2830,pixel_transfer,2,0,3,0,3,0
8494,2831,pixel_transfer,1,0,0,0,0,0
8495,2831,pixel_transfer,2,0,3,0,3,0
8498,2832,pixel_transfer,1,0,0,0,0,0
8499,2832,pixel_transfer,2,0,3,1,3,0
8502,2833,pixel_transfer,1,0,0,0,0,0
8503,2834,pixel_transfer,2,0,2,0,3,1
8506,2835,pixel_transfer,1,0,0,0,0,0
8507,2835,pixel_transfer,2,0,2,0,2,0
8510,2836,pixel_transfer,1,0,0,0,0,0
8511,2836,pixel_transfer,2,0,2,0,2,0
8514,2837,pixel_transfer,1,0,0,0,0,0
8515,2838,pixel_transfer,2,0,2,0,2,0
8518,2839,pixel_transfer,1,0,0,0,0,0
8519,2839,pixel_transfer,2,0,2,0,2,0
8522,2840,pixel_transfer,1,0,1,0,0,0
8523,2840,pixel_transfer,2,0,2,0,2,0
8526,2841,pixel_transfer,1,0,1,0,1,0
8527,2842,pixel_transfer,2,0,2,0,2,0
8530,2843,pixel_transfer,1,0,1,0,1,0
8531,2843,pixel_transfer,2,0,2,0,2,0
8534,2844,pixel_transfer,1,0,1,0,1,0
8535,2844,pixel_transfer,2,0,2,0,2,0
8538,2845,pixel_transfer,1,0,1,0,1,0
8539,2846,pixel_transfer,2,0,2,0,2,0
8542,2847,pixel_transfer,1,0,1,0,1,0
8543,2847,pixel_transfer,2,2,2,0,2,0
8546,2848,pixel_transfer,1,0,1,0,1,0
8547,2848,pixel_transfer,0,0,2,0,2,0
8550,2849,pixel_transfer,1,0,1,0,1,0
8551,2850,pixel_transfer,0,0,2,0,2,0
8554,2851,pixel_transfer,1,0,1,0,1,0
8555,2851,pixel_transfer,0,0,2,0,2,0
8558,2852,pixel_transfer,1,0,1,0,1,0
8559,2852,pixel_transfer,0,0,2,0,2,0
8562,2853,pixel_transfer,1,0,1,0,1,0
8563,2854,pixel_transfer,0,0,2,0,2,0
8566,2855,pixel_transfer,3,0,1,0,1,0
8567,2855,pixel_transfer,0,0,2,0,2,0
